-0.36996478	-0.31846797	0.33065283	0.3042148	-0.33244112	-0.29515794	-0.311358	0.30295634	0.35636294	0.30368236	-0.32112777	0.3077731	-0.2962238	0.3208884	-0.34643516	0.34565875
-0.535918	-0.49421486	0.47917545	0.56776357	-0.5713377	-0.5563898	-0.51635313	0.5621844	0.50154275	0.546538	-0.5402903	0.49171984	-0.533355	0.5795004	-0.53615683	0.50720567
0.03307798	-0.0045992252	0.049918182	-0.04379982	-0.05040191	-0.008038925	0.0035889903	0.042002775	0.050270367	0.0555563	-0.035861768	-0.023033997	0.016952943	0.00043825954	0.04072813	0.039929565
0.3375536	0.38645926	-0.34977013	-0.3247504	0.38759637	0.40220937	0.36318	-0.34821185	-0.33000824	-0.37404042	0.34921342	-0.38117915	0.38080868	-0.36995387	0.3636124	-0.36554316
0.28413975	0.24771804	-0.3027301	-0.2738878	0.2818382	0.2771499	0.2222406	-0.22708097	-0.2688149	-0.25880116	0.30783284	-0.28430235	0.24107544	-0.24735059	0.32075843	-0.22071642
-1.7977424	-1.7196715	1.6918182	1.7358085	-1.7699172	-1.8507899	-1.7471918	1.7068117	1.8462985	1.7698115	-1.8423231	1.8200674	-1.6738726	1.8412089	-1.8952523	1.7788544
-0.67957765	-0.70503265	0.6548933	0.6915124	-0.6902383	-0.65547097	-0.64853495	0.6685536	0.71207803	0.7045409	-0.69259125	0.7062369	-0.63336414	0.7448834	-0.65662056	0.6209796
-0.23468359	-0.23512472	0.25449216	0.2409445	-0.30275092	-0.26049098	-0.2273506	0.31046322	0.2283644	0.25277615	-0.31127432	0.2836574	-0.30480695	0.3202429	-0.32757387	0.2497874
-0.24178256	-0.15908262	0.21264796	0.25918585	-0.1737476	-0.24683201	-0.17699438	0.2376432	0.22339989	0.16607474	-0.2546882	0.15872794	-0.15101331	0.27694365	-0.20903024	0.18062389
0.82849324	0.7871227	-0.75427663	-0.83222306	0.8226153	0.8349035	0.6938765	-0.7964782	-0.784928	-0.80043334	0.7896512	-0.79720557	0.7508151	-0.8178309	0.814978	-0.7882083
0.011058267	0.051942274	-0.007724334	-0.06375057	0.031279672	0.027677426	0.045597013	0.0031334704	-0.009018293	-0.040856913	0.0066657285	-0.0474308	-0.0237444	-0.03537776	0.0054930206	-0.0038471483
0.18918231	0.16638584	-0.2182654	-0.23974112	0.19462927	0.17466731	0.18017069	-0.20465674	-0.17310567	-0.23525818	0.17893331	-0.2001978	0.16486005	-0.17784435	0.23646626	-0.14412205
0.2684295	0.21005648	-0.27236336	-0.23852435	0.22838107	0.29972893	0.25402534	-0.22155295	-0.2764533	-0.20798904	0.24032491	-0.22755894	0.20494527	-0.3100334	0.27958953	-0.27243882
-0.037320714	-0.020562135	0.08994062	0.079714134	-0.044535648	-0.072099775	-0.08067949	0.04796627	0.07492074	0.08256375	-0.05349951	0.028752	-0.048898958	0.035122383	-0.009139885	0.04586639
0.651377	0.6803835	-0.70328796	-0.64738625	0.685782	0.6769961	0.6102215	-0.614195	-0.6990564	-0.61065114	0.646181	-0.6535817	0.658565	-0.7053173	0.7111981	-0.6359517
-1.0171663	-0.99881756	1.0006621	1.0409149	-1.014555	-1.0582956	-1.0466776	0.9734209	1.1476922	1.0310293	-1.1533145	1.0050523	-0.93677187	1.1034425	-1.0772734	0.99672484
0.35873383	0.32681802	-0.33290902	-0.2988437	0.31808546	0.34097052	0.37161627	-0.31078082	-0.29288608	-0.32749733	0.34767202	-0.33935377	0.36414546	-0.40102342	0.38916448	-0.34524682
0.087007344	0.06536045	-0.027419481	-0.01305605	0.025219858	-0.004777468	0.046486076	-0.04662046	-0.01118395	-0.06772212	0.03174744	-0.066812046	0.07614406	0.00080311636	0.040685054	-0.008321584
-0.6293613	-0.5761272	0.5349315	0.5468044	-0.5504074	-0.589988	-0.59837884	0.59256077	0.5339344	0.6006488	-0.5702157	0.61339134	-0.5742904	0.6437844	-0.6326634	0.53195477
-1.5921834	-1.3769392	1.4315907	1.5033437	-1.508956	-1.5914835	-1.4832016	1.4396812	1.5713531	1.4447087	-1.6568344	1.4469955	-1.4281769	1.5699928	-1.5876387	1.4072199
0.121340916	0.10909926	-0.12245315	-0.10609785	0.11569003	0.16061002	0.087127544	-0.1388043	-0.14390121	-0.11722294	0.13907458	-0.09176966	0.09966803	-0.07779594	0.16768645	-0.13112763
0.13968378	0.08666725	-0.10686204	-0.12325439	0.12346135	0.11131333	0.124098025	-0.17836297	-0.12403427	-0.16318971	0.13889994	-0.097759314	0.10191332	-0.14536077	0.1319724	-0.09676591
-0.24905522	-0.23816179	0.2046231	0.1638816	-0.17609936	-0.23258081	-0.18393537	0.1436643	0.23844062	0.15599692	-0.15959765	0.23827226	-0.20518728	0.24837254	-0.15636174	0.22764847
0.13304639	0.20554927	-0.17200412	-0.1548569	0.14688267	0.18424161	0.11556008	-0.20429438	-0.21502706	-0.17985825	0.15386616	-0.14059177	0.2085383	-0.14337413	0.22071342	-0.18022773
-1.305941	-1.2643176	1.236423	1.2681502	-1.2758291	-1.3365064	-1.1893373	1.1893201	1.3172287	1.230004	-1.3022184	1.2712165	-1.1719058	1.299709	-1.3618916	1.2059414
-0.26062998	-0.23660353	0.18238765	0.22540914	-0.18322283	-0.19858956	-0.1939313	0.25968903	0.23879914	0.20404387	-0.23212634	0.22126392	-0.2234803	0.22974092	-0.2592859	0.24846552
-0.03736865	-0.122332856	0.07820818	0.10429337	-0.1110785	-0.05589791	-0.04172611	0.09345304	0.06766385	0.106028356	-0.033179972	0.08279262	-0.07891492	0.08915729	-0.09990316	0.051672284
-1.309295	-1.190944	1.2003942	1.2470372	-1.230769	-1.3024249	-1.2510242	1.132486	1.3910857	1.2351426	-1.3579065	1.2450323	-1.1564381	1.296707	-1.2967497	1.1962781
-0.4217388	-0.38341966	0.3741371	0.38606653	-0.38148603	-0.39513376	-0.37733918	0.3455307	0.38260835	0.3558821	-0.38372698	0.39266312	-0.37430996	0.38048363	-0.360995	0.40716982
0.193685	0.188686	-0.26215708	-0.22576812	0.25135368	0.21995795	0.18339416	-0.21853338	-0.19303823	-0.26241374	0.26462424	-0.25218016	0.18935938	-0.29050946	0.2568948	-0.24451037
0.103149734	0.10706999	-0.10720186	-0.0810215	0.15498778	0.09947508	0.0756745	-0.1129557	-0.098531306	-0.15061967	0.07480907	-0.13963169	0.14934005	-0.131998	0.10069987	-0.1377921
-0.08706755	-0.16422759	0.12769316	0.10437912	-0.12484818	-0.099267595	-0.07916539	0.11045454	0.08156507	0.12740928	-0.07564797	0.12489591	-0.15657617	0.077059805	-0.07758949	0.11357358
-0.79507077	-0.66395944	0.73183763	0.7409544	-0.7664984	-0.75668687	-0.67005	0.69124866	0.7445388	0.68286055	-0.72829396	0.6729063	-0.6663271	0.7420692	-0.73912495	0.6932528
-0.7157673	-0.6265784	0.69646776	0.69766986	-0.675881	-0.7215641	-0.6210509	0.6753256	0.6127465	0.6717243	-0.70262873	0.6894488	-0.6200614	0.66356575	-0.69793963	0.63934094
-0.59012645	-0.53276616	0.57168233	0.57841516	-0.62058073	-0.64345	-0.5639041	0.5787823	0.6353005	0.63412464	-0.59443134	0.60092777	-0.55529463	0.6637182	-0.6262528	0.57574934
